Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Local comercial;Ate;0;0;0;25;1800.0;700.0;
Local comercial;Pachacámac;0;0;0;301;10000.0;3442.0;927.0
Local comercial;Pachacámac;0;0;0;5;299.0;;
Local comercial;La Punta;0;1;0;28;900.0;269.0;489.0
Local comercial;Ate;0;1;0;60;1600.0;1200.0;424.0
Tienda/Salón;Jesús María;0;0;0;70;6000.0;864.0;117.0
Tienda/Salón;Punta Hermosa;0;0;0;95;1500.0;1250.0;354.0
Local comercial;Ate;0;23;0;937;84339.0;9839.0;4216.0
Local comercial;Ate;0;1;0;22;600.0;600.0;100.0
Local comercial;San Borja;0;0;0;36;1500.0;570.0;100.0
Local comercial;Pachacámac;0;0;0;414;17300.0;7534.0;1300.0
Local comercial;Ate;0;1;0;41;1000.0;1259.0;267.0
Local comercial;Pachacámac;0;0;0;32;490.0;850.0;146.0
Local comercial;Ate;0;1;0;35;1300.0;1005.0;320.0
Local comercial;Chorrillos;0;3;0;126;11000.0;4834.0;
Local comercial;Ate;0;1;0;27;1600.0;773.0;
Local comercial;Pachacámac;0;0;0;190;12600.0;4712.0;1044.0
Local comercial;San Luis;0;1;0;17;950.0;290.0;
Local comercial;Pachacámac;0;0;0;38;1000.0;348.0;25.0
Local comercial;Comas;0;1;0;27;1100.0;;
Local comercial;San Miguel;0;2;0;50;2500.0;999.0;
Local comercial;Pachacámac;0;0;0;100;3000.0;3700.0;435.0
Local comercial;Chorrillos;0;2;0;543;45000.0;17000.0;
Local comercial;Chorrillos;0;1;0;30;2500.0;561.0;110.0
Local comercial;Pachacámac;0;0;0;36;500.0;1100.0;112.0
Local comercial;Pachacámac;0;0;0;1320;125362.0;31670.0;5146.0
Local comercial;Pachacámac;0;0;0;110;2800.0;1000.0;140.0
Local comercial;Jesús María;0;1;0;25;500.0;575.0;1120.0
Almacén;Pachacámac;0;0;0;2650;159000.0;;800.0
Tienda/Salón;Ancón;0;0;0;24;1800.0;;
Local comercial;Ate;0;1;0;26;600.0;600.0;88.0
Local comercial;Pachacámac;0;0;0;90;6000.0;2181.0;349.0
Local comercial;Pachacámac;0;0;0;36;500.0;860.0;
Tienda/Salón;Lince;0;0;0;200;5000.0;;222.0
Local comercial;Ate;0;1;0;28;1500.0;923.0;223.0
Local comercial;Pachacámac;0;1;0;300;9900.0;3339.0;1430.0
Local comercial;Lince;0;0;0;15;800.0;200.0;
Tienda/Salón;San Luis;0;1;0;107;6000.0;293.0;1746.0
Local comercial;Ate;0;1;0;55;1200.0;1035.0;191.0
Tienda/Salón;Chaclacayo;0;0;0;56;1500.0;;77.0
Casa comercial;Chaclacayo;3;0;0;67;1600.0;;
Local comercial;Pachacámac;0;0;0;30;1300.0;1000.0;70.0
Tienda/Salón;San Luis;0;1;0;82;5200.0;;
Tienda/Salón;San Isidro;0;0;0;60;4500.0;1560.0;391.0
Local comercial;Pachacámac;0;0;0;42;1000.0;1065.0;164.0
Local comercial;Chorrillos;0;3;0;100;7000.0;2694.0;1950.0
Local comercial;Pachacámac;0;0;0;220;7000.0;8700.0;
Almacén;Villa María del Triunfo;0;10;0;2000;25000.0;;4000.0
Local comercial;Ate;0;1;0;39;1600.0;1435.0;288.0
Local comercial;San Borja;0;0;0;36;1200.0;706.0;213.0
Local comercial;La Molina;0;0;0;30;870.0;;
Local comercial;Ate;0;1;0;33;2500.0;530.0;
Tienda/Salón;Pachacámac;0;40;0;820;9800.0;;
Local comercial;Puente Piedra;0;0;0;300;9000.0;3000.0;
Local comercial;Pachacámac;0;0;0;33;600.0;465.0;
Tienda/Salón;Ate;0;0;0;46;2200.0;2740.0;
Tienda en Centro Comercial;Rímac;0;7;0;1600;330000.0;10000.0;
Tienda/Salón;Jesús María;0;1;0;113;5000.0;345.0;
Tienda/Salón;San Borja;0;0;0;190;40000.0;2300.0;
Local comercial;Pachacámac;0;0;0;32;700.0;1250.0;84.0
Local comercial;Pachacámac;0;2;0;629;31450.0;16932.0;2710.0
Local comercial;Punta Hermosa;0;1;0;192;6000.0;4100.0;1037.0
Casa comercial;La Punta;0;0;0;301;39000.0;;452.0
Casa comercial;Breña;0;0;0;220;16000.0;;
Casa comercial;La Punta;0;2;0;461;55400.0;9696.0;692.0
Local comercial;Jesús María;1;1;1;30;1200.0;300.0;112.0
Almacén;Pachacámac;0;0;0;2000;30000.0;;262.0
Local comercial;Pachacámac;0;0;0;969;50000.0;23257.0;
Local comercial;Pachacámac;0;0;0;20;600.0;420.0;123.0
Tienda/Salón;San Isidro;0;0;0;40;1000.0;;
Local comercial;Comas;0;1;0;30;2200.0;1000.0;200.0
Local comercial;Villa El Salvador;0;32;0;2361;212544.0;74863.0;
Local comercial;Pachacámac;0;0;0;200;18000.0;4312.0;1218.0
Local comercial;San Martín de Porres;0;2;0;57;2900.0;850.0;
Local comercial;Pachacámac;0;0;0;350;8000.0;4350.0;1811.0
Local comercial;Pachacámac;0;0;0;600;38000.0;10957.0;2703.0
Local comercial;Pachacámac;0;0;0;120;2000.0;440.0;640.0
Tienda en Centro Comercial;Ate;0;3;0;100;2000.0;2500.0;1700.0
Local comercial;Lince;0;0;70;54;1200.0;400.0;
Local comercial;Pachacámac;0;0;0;526;29000.0;17000.0;289.0
Tienda/Salón;Lince;0;0;0;50;2500.0;;
Local comercial;Pachacámac;0;0;0;30;1200.0;722.0;111.0
Tienda/Salón;San Isidro;0;0;0;50;2000.0;;
Local comercial;Punta Hermosa;0;1;0;35;1700.0;910.0;15.0
Local comercial;Pachacámac;0;0;0;120;4800.0;1750.0;494.0
Local comercial;Pachacámac;0;0;0;62;1600.0;1146.0;268.0
Local comercial;Comas;0;0;0;30;1800.0;1000.0;200.0
Casa comercial;Lurín;0;0;0;492;35000.0;;
Local comercial;Punta Negra;0;0;0;32;1000.0;560.0;165.0
Tienda/Salón;San Borja;0;0;0;102;9000.0;700.0;910.0
Local comercial;Ate;0;1;0;22;499.0;796.0;112.0
Local comercial;Jesús María;0;2;0;79;1700.0;530.0;
Local comercial;Chorrillos;0;2;0;220;20000.0;5600.0;1300.0
Local comercial;San Miguel;0;1;0;45;1400.0;2000.0;190.0
Local comercial;Pachacámac;0;0;0;201;8800.0;1909.0;
Almacén;La Molina;0;0;0;1200;10000.0;;
Casa comercial;Chorrillos;0;8;0;465;26000.0;;3545.0
Almacén;Punta Negra;0;2;0;900;20000.0;3711.0;3880.0
Almacén;Chaclacayo;0;0;0;487;9000.0;;1270.0
Local comercial;Ate;0;1;0;32;1800.0;947.0;183.0
Almacén;San Juan de Miraflores;0;0;0;600;6000.0;;
Local comercial;Ate;0;3;0;102;6000.0;3600.0;560.0
Local comercial;Pachacámac;0;0;0;35;900.0;322.0;
Almacén;San Miguel;0;0;0;1000;9800.0;;63.0
Local comercial;Ate;0;3;0;67;1200.0;3004.0;496.0
Local comercial;Ate;0;1;0;29;860.0;472.0;249.0
Local comercial;Ate;0;1;0;30;1100.0;581.0;56.0
Local comercial;Chorrillos;0;1;0;45;2800.0;500.0;150.0
Tienda/Salón;San Bartolo;0;0;0;240;25000.0;;
Local comercial;Pachacámac;0;0;0;680;10000.0;4800.0;
Local comercial;Ate;0;0;0;29;900.0;1009.0;
Local comercial;Ate;0;38;0;1290;60000.0;30200.0;
Local comercial;San Martín de Porres;0;0;0;29;250000.0;778.0;735.0
Tienda/Salón;Jesús María;0;1;0;59;5000.0;300.0;
Tienda/Salón;Ate;0;3;0;472;58000.0;7810.0;7785.0
Local comercial;Pachacámac;0;0;0;97;800.0;300.0;131.0
Local comercial;Ate;0;1;0;90;6500.0;2279.0;599.0
Local comercial;Ate;0;8;0;367;25700.0;10223.0;9764.0
Local comercial;Pachacámac;0;0;0;80;3000.0;2855.0;218.0
Local comercial;Pachacámac;0;0;0;40;980.0;640.0;198.0
Tienda/Salón;San Miguel;0;0;0;47;4800.0;240.0;3900.0
Tienda/Salón;Punta Negra;0;0;0;260;9000.0;;
Local comercial;Ate;0;1;0;100;3000.0;2230.0;
Local comercial;Pachacámac;0;0;0;379;15160.0;5613.0;1843.0
Local comercial;Ate;0;1;0;38;1700.0;1090.0;290.0
Local comercial;Pachacámac;0;0;0;219;10000.0;3920.0;1218.0
Local comercial;Pachacámac;0;0;0;25;300.0;650.0;80.0
Local comercial;Pachacámac;0;0;0;245;25000.0;8570.0;
Tienda en Centro Comercial;La Perla;0;0;0;42;10800.0;5190.0;1700.0
Local comercial;Ate;0;1;0;35;2000.0;1116.0;244.0
Local comercial;San Miguel;0;0;0;40;1200.0;510.0;182.0
Studio;Pucusana;1;1;0;25;1600.0;600.0;90.0
Local comercial;Jesús María;0;1;0;56;2300.0;566.0;323.0
Local comercial;Ate;0;8;0;250;14750.0;10068.0;
Local comercial;Ate;0;1;0;40;2200.0;795.0;250.0
Local comercial;Ate;0;1;0;34;1500.0;1224.0;245.0
Almacén;Puente Piedra;0;0;0;1500;22000.0;;1390.0
Local comercial;Ate;0;12;0;500;256425.0;112827.0;2153.0
Tienda/Salón;Ate;0;1;0;76;2500.0;;1894.0
Tienda/Salón;Pachacámac;0;0;0;30;360.0;398.0;83.0
Tienda/Salón;Jesús María;0;1;0;330;13000.0;;1000.0
Local comercial;Ate;0;1;0;28;350.0;605.0;
Local comercial;Callao;0;0;0;20;700.0;400.0;
Tienda/Salón;Ate;0;1;0;160;2000.0;3200.0;
Local comercial;San Miguel;0;1;0;54;1500.0;1255.0;
Local comercial;Ate;0;1;0;38;700.0;975.0;130.0
Local comercial;Ate;0;1;0;22;700.0;666.0;106.0
Almacén;Lince;0;0;0;400;5000.0;;
Tienda/Salón;Lince;0;1;0;27;1000.0;;
Local comercial;San Martín de Porres;0;1;0;29;1000.0;732.0;
Local comercial;Pachacámac;0;0;0;231;1265.0;1563.0;9872.0
Local comercial;Pachacámac;0;1;0;40;900700.0;1050.0;120.0
Tienda/Salón;Lurín;0;0;0;21;1300.0;322.0;
Local comercial;Pachacámac;0;0;0;53;1500.0;900.0;
Local comercial;Pachacámac;0;0;0;155;10000.0;7989.0;795.0
Local comercial;San Martín de Porres;0;1;0;29;1100.0;758.0;
Local comercial;Ate;1;8;0;250;12000.0;10068.0;2513.0
Tienda/Salón;Jesús María;0;2;0;325;10000.0;;1000.0
Local comercial;Ate;0;1;0;36;1500.0;1100.0;
Local comercial;Pachacámac;0;0;0;220;22000.0;2900.0;650.0
Local comercial;Pachacámac;0;40;0;1525;122014.0;32373.0;
Tienda/Salón;San Borja;0;0;0;200;55000.0;626.0;21473.0
Local comercial;Pachacámac;0;0;0;6;2898.0;;
Tienda/Salón;Barranco;0;0;0;85;6500.0;;398.0
Local comercial;Ate;0;1;0;29;1450.0;779.0;
Local comercial;Ate;0;5;0;380;16000.0;2000.0;1200.0
Tienda/Salón;San Borja;0;3;0;590;30000.0;20000.0;10000.0
Local comercial;Jesús María;0;0;0;21;700.0;830.0;112.0
Local comercial;Pachacámac;0;0;0;81;1800.0;871.0;362.0
Local comercial;San Luis;0;1;0;56;2800.0;450.0;60.0
Local comercial;Ate;0;1;0;40;1600.0;1040.0;
Local comercial;Ate;0;1;0;24;1000.0;704.0;199.0
Local comercial;Ate;0;6;0;180;9500.0;7145.0;
Casa comercial;Jesús María;0;2;0;360;15000.0;;6072.0
Local comercial;Jesús María;0;1;0;22;800.0;590.0;100.0
Local comercial;Villa El Salvador;0;3;0;173;17300.0;4747.0;897.0
Local comercial;Pachacámac;0;0;0;674;30000.0;6000.0;
Local comercial;San Borja;0;1;0;32;1600.0;730.0;
Almacén;Lince;0;0;0;1285;27000.0;;6000.0
Local comercial;Callao;0;1;0;22;600.0;436.0;53.0
Local comercial;Pachacámac;0;0;0;54;1700.0;875.0;215.0
Tienda/Salón;Ate;0;4;0;304;12000.0;;
Local comercial;Ate;0;6;0;220;13000.0;5304.0;
Local comercial;San Borja;0;0;0;40;1100.0;504.0;133.0
Local comercial;Comas;0;2;0;153;26000.0;6300.0;1365.0
Tienda/Salón;Callao;0;3;0;190;14000.0;;1500.0
Local comercial;Pachacámac;0;0;0;75;1800.0;960.0;200.0
Tienda/Salón;Santa Anita;0;6;0;937;35000.0;;4356.0
Local comercial;Pachacámac;0;0;0;20;1085.0;;
Tienda/Salón;San Isidro;0;0;0;500;10000.0;;
Tienda/Salón;San Miguel;0;0;0;300;5000.0;;6943.0
Local comercial;Callao;0;1;0;28;950.0;330.0;
Local comercial;Pachacámac;0;0;0;104;1500.0;1447.0;260.0
Local comercial;Pachacámac;0;0;0;222;15000.0;2918.0;1411.0
Local comercial;Pachacámac;0;0;0;364;8000.0;5470.0;1969.0
Local comercial;Pachacámac;0;0;0;95;2100.0;635.0;
Local comercial;Pachacámac;0;2;0;677;40625.0;13399.0;3554.0
Local comercial;Ate;0;1;0;36;1200.0;1307.0;3664.0
Local comercial;Punta Negra;0;0;0;32;1100.0;560.0;101.0
Local comercial;Pachacámac;0;0;0;374;12000.0;4700.0;2050.0
Almacén;Ventanilla;0;20;0;1650;15000.0;684.0;1461.0
Local comercial;Ate;0;3;0;100;2400.0;2880.0;3308.0
Local comercial;Jesús María;0;1;0;39;1900.0;370.0;112.0
Almacén;Ate;0;0;0;866;30000.0;4000.0;810.0
Local comercial;Pachacámac;0;0;0;72;3000.0;2070.0;304.0
Local comercial;Pachacámac;0;0;0;30;650.0;284.0;51.0
Local comercial;Ate;0;1;0;30;1200.0;948.0;
Local comercial;Pachacámac;0;0;0;42;600.0;990.0;
Local comercial;La Punta;0;1;0;26;600.0;390.0;
Local comercial;Ate;0;1;0;87;3027.0;2978.0;494.0
Tienda/Salón;Ate;0;1;0;52;2600.0;1293.0;522.0
Local comercial;Ate;0;1;0;37;1600.0;1165.0;41.0
Local comercial;Ate;0;1;0;58;1900.0;1273.0;550.0
Local comercial;Pachacámac;0;0;0;168;12600.0;3360.0;840.0
Local comercial;Ate;0;3;0;100;4500.0;3600.0;
Tienda/Salón;Lince;0;0;0;26;800.0;;21.0
Almacén;Los Olivos;0;0;0;1350;13000.0;;
Local comercial;Lince;0;2;0;68;2500.0;1960.0;
Local comercial;Ate;0;1;0;32;1600.0;720.0;200.0
Tienda/Salón;Ate;0;1;0;41;1600.0;2472.0;783.0
Local comercial;Pachacámac;0;1;0;30;970.0;990.0;142.0
Tienda/Salón;Ate;0;3;0;390;6000.0;7800.0;
Local comercial;Ate;0;1;0;36;800.0;700.0;115.0
Local comercial;Ate;0;10;0;600;35000.0;5300.0;1200.0
Casa comercial;Comas;0;0;0;750;9000.0;;8800.0
Local comercial;Pachacámac;0;0;0;470;35250.0;11421.0;
Local comercial;Pachacámac;0;0;0;34;1100.0;940.0;
Local comercial;Ate;0;2;0;35;1000.0;619.0;
Local comercial;Jesús María;0;1;0;22;450.0;590.0;170.0
Local comercial;Pachacámac;0;0;0;186;6000.0;4305.0;698.0
Local comercial;Pachacámac;0;0;0;140;1500.0;1600.0;
Local comercial;Chorrillos;0;0;0;20;1756.0;;
Local comercial;Pachacámac;0;0;0;30;900.0;308.0;144.0
Local comercial;Pachacámac;0;6;0;33;500.0;750.0;83.0
Tienda/Salón;San Miguel;0;1;0;100;3950.0;;130.0
Local comercial;Pachacámac;0;4;0;124;3800.0;1600.0;
Tienda/Salón;Mi Perú;0;0;0;117;2300.0;;188.0
Local comercial;Pachacámac;0;0;0;60;900.0;1800.0;250.0
Local comercial;Chorrillos;0;2;0;80;4000.0;2798.0;464.0
Local comercial;Pachacámac;0;0;0;42;500.0;1350.0;153.0
Local comercial;Mi Perú;0;1;0;26;700.0;535.0;
Local comercial;Pachacámac;0;0;0;40;500.0;435.0;114.0
Local comercial;Pachacámac;0;0;0;34;1000.0;308.0;168.0
Local comercial;Pachacámac;0;0;0;33;500.0;1035.0;75.0
Local comercial;Chorrillos;0;8;0;450;23000.0;11809.0;1950.0
Local comercial;Pachacámac;0;0;0;70;3250.0;1500.0;
Tienda/Salón;Santa María del Mar;0;0;0;59;900.0;;53.0
Local comercial;Pachacámac;0;0;0;36;600.0;593.0;198.0
Local comercial;Villa El Salvador;0;6;0;453;40770.0;12430.0;2351.0
Local comercial;Ate;0;1;0;26;1050.0;733.0;82.0
Local comercial;Ate;0;1;0;20;700.0;400.0;80.0
Local comercial;Pachacámac;0;0;0;113;4000.0;3320.0;523.0
Tienda/Salón;San Borja;0;0;0;50;3500.0;323.0;343.0
Local comercial;Pachacámac;0;4;0;438;41683.0;7239.0;2123.0
Almacén;Punta Negra;0;0;0;5600;250000.0;;
Local comercial;San Luis;0;1;0;26;1100.0;590.0;65.0
Local comercial;Pachacámac;0;0;0;39;1200.0;560.0;157.0
Local comercial;San Luis;0;1;0;23;900.0;364.0;
Local comercial;Pachacámac;0;2;0;150;2750.0;4054.0;
Local comercial;Comas;0;0;0;167;12000.0;4500.0;10869.0
Almacén;Lince;0;0;0;400;8000.0;;
Casa comercial;Chorrillos;0;0;0;347;6800.0;;2251.0
Tienda/Salón;Pachacámac;0;0;0;2031;150000.0;;
Local comercial;Pachacámac;0;0;0;145;1800.0;;
Local comercial;La Punta;0;7;0;1628;90.0;13.0;
Local comercial;Pachacámac;0;36;0;3177;254194.0;47661.0;
Local comercial;Ate;0;1;0;30;800.0;790.0;87.0
Local comercial;Pachacámac;0;18;0;1050;79855.0;22302.0;2977.0
Tienda en Centro Comercial;San Miguel;0;0;0;48;3500.0;;356.0
Casa comercial;Santa Anita;0;4;0;406;13000.0;;
Local comercial;Pachacámac;0;0;0;29;400.0;316.0;84.0
Local comercial;Ate;0;0;0;350;15750.0;3150.0;1050.0
Almacén;Callao;0;8;0;500;12500.0;;500.0
Local comercial;Villa El Salvador;0;1;0;28;1400.0;520.0;59.0
Local comercial;Carabayllo;0;1;0;30;850.0;485.0;143.0
Local comercial;Pachacámac;0;0;0;386;12000.0;3960.0;326.0
Local comercial;San Miguel;0;0;0;170;2500.0;;
Local comercial;Ate;0;56;0;1750;160000.0;39000.0;8330.0
Local comercial;Ate;0;1;0;27;850.0;760.0;115.0
Local comercial;Pachacámac;0;2;0;695;66025.0;17375.0;3475.0
Local comercial;Chorrillos;0;11;0;705;68000.0;26715.0;
Tienda/Salón;Los Olivos;0;10;0;460;14000.0;480.0;1350.0
Local comercial;Jesús María;0;1;0;23;1100.0;360.0;1.0
Local comercial;Pachacámac;0;0;0;30;500.0;599.0;
Tienda/Salón;Comas;0;0;0;323;18000.0;;
Local comercial;Pachacámac;0;0;0;284;14188.0;5959.0;888.0
Local comercial;Callao;0;1;0;43;1000.0;440.0;120.0
Local comercial;Pachacámac;0;0;0;168;8500.0;3360.0;840.0
Local comercial;Pachacámac;0;3;0;471;47000.0;9770.0;2124.0
Local comercial;Ate;0;1;0;25;1000.0;;
Local comercial;Jesús María;0;1;0;34;1500.0;600.0;
Tienda/Salón;Pachacámac;0;0;0;400;20000.0;;78.0
Local comercial;San Luis;0;1;0;26;750.0;390.0;560.0
Local comercial;Ate;0;1;0;45;1700.0;936.0;306.0
Casa comercial;Chorrillos;0;0;0;680;19800.0;;1947.0
Local comercial;Pachacámac;0;0;0;222;17000.0;2524.0;1412.0
Local comercial;Ate;0;2;0;165;5000.0;2357.0;606.0
Tienda/Salón;San Borja;0;1;0;70;1500.0;2424.0;
Local comercial;La Punta;0;20;0;2004;260569.0;54860.0;
Tienda/Salón;Chorrillos;0;5;0;548;67471.0;;
Local comercial;Pachacámac;0;0;0;201;5000.0;3316.0;319.0
Local comercial;Pachacámac;0;0;0;219;6000.0;3327.0;1048.0
Local comercial;Comas;0;1;0;46;5000.0;2229.0;5000.0
Local comercial;Villa El Salvador;0;1;0;50;2300.0;700.0;
Local comercial;San Borja;0;0;0;45;1800.0;735.0;179.0
Tienda/Salón;Lurín;0;0;0;31;3100.0;491.0;172.0
Local comercial;San Miguel;0;0;0;70;2990.0;;196.0
Tienda/Salón;Callao;0;7;0;240;15000.0;370.0;
Tienda/Salón;Comas;0;0;0;35;6000.0;4750.0;500.0
Local comercial;Pachacámac;0;0;0;225;5000.0;3927.0;1250.0
Almacén;Santa Rosa;0;30;0;4300;50000.0;;1440.0
Local comercial;Callao;0;1;0;22;1300.0;254.0;442.0
Local comercial;Pachacámac;0;0;0;143;3000.0;1006.0;1734.0
Local comercial;San Miguel;5;1;0;90;3500.0;;
Tienda/Salón;Ate;0;1;0;30;4500.0;1449.0;603.0
Local comercial;Ate;0;1;0;26;1000.0;685.0;
Local comercial;Ate;0;1;0;35;1800.0;1287.0;252.0
Local comercial;Ate;0;1;0;30;1000.0;1069.0;164.0
Local comercial;Ate;0;0;0;200;8000.0;1968.0;1021.0
Local comercial;Ate;0;1;0;20;1500.0;650.0;105.0
Tienda/Salón;Callao;0;1;0;59;3990.0;980.0;249.0
Local comercial;San Luis;0;0;0;36;1000.0;800.0;56.0
Local comercial;Chaclacayo;0;1;0;26;420.0;420.0;70.0
Local comercial;San Juan de Miraflores;0;0;0;21;1100.0;438.0;69.0
Local comercial;Ate;0;1;0;30;1000.0;590.0;
Local comercial;Ate;0;1;0;36;2000.0;1290.0;367.0
Local comercial;Puente Piedra;0;0;0;163;4890.0;1630.0;
Local comercial;Jesús María;0;1;0;33;800.0;560.0;120.0
Local comercial;Pachacámac;0;0;0;270;7500.0;4100.0;1453.0
Local comercial;Ate;0;1;0;44;2500.0;1044.0;1805.0
Local comercial;Comas;0;0;0;25;1450.0;576.0;251.0
Local comercial;Comas;0;0;0;40;2200.0;600.0;286.0
Tienda/Salón;San Miguel;0;1;0;46;2000.0;;223.0
Local comercial;Chorrillos;0;4;0;490;40000.0;11600.0;
Local comercial;Jesús María;0;1;0;24;1000.0;450.0;
Local comercial;Pachacámac;0;0;0;52;2500.0;800.0;80.0
Local comercial;Jesús María;0;1;0;24;900.0;;
Local comercial;Pachacámac;0;0;0;571;25000.0;15229.0;4971.0
Local comercial;Pachacámac;0;0;0;68;250000.0;2153.0;340.0
Tienda/Salón;Chorrillos;0;0;0;514;13900.0;;3009.0
Local comercial;Pachacámac;0;0;0;245;20000.0;8570.0;1597.0
Local comercial;Pachacámac;0;0;0;379;15160.0;5613.0;1843.0
Local comercial;Pachacámac;0;0;0;414;16000.0;7000.0;1494.0
Local comercial;Chorrillos;0;80;0;2868;215100.0;88018.0;13221.0
Almacén;Punta Negra;0;0;0;500;10000.0;;
Local comercial;Punta Negra;0;0;0;40;3200.0;1039.0;100.0
Local comercial;Pachacámac;0;0;0;130;4500.0;1247.0;448.0
Local comercial;San Borja;0;0;0;190;5500.0;1620.0;797.0
Tienda/Salón;Independencia;0;20;0;860;7500.0;;
Local comercial;San Miguel;0;12;0;700;40000.0;12600.0;3500.0
Local comercial;Punta Negra;0;0;0;40;1500.0;452.0;101.0
Local comercial;Punta Negra;0;0;0;60;2000.0;;
Local comercial;Pachacámac;0;0;0;340;15343.0;7439.0;2146.0
Local comercial;Lince;0;1;0;23;800.0;70.0;187.0
Local comercial;Pachacámac;0;0;0;177;4500.0;;
Almacén;La Perla;0;0;0;4255;72340.0;17966.0;7101.0
Tienda/Salón;Lince;0;1;0;47;1200.0;1000.0;100.0
Local comercial;Ate;0;2;0;42;3000.0;1262.0;315.0
Local comercial;Pachacámac;0;0;0;377;6000.0;;
Local comercial;Pachacámac;0;0;0;292;8000.0;7070.0;1700.0
Local comercial;Pachacámac;0;0;0;70;3000.0;1714.0;300.0
Casa comercial;Ventanilla;0;0;0;120;3000.0;;312.0
Local comercial;Lince;0;1;0;21;1000.0;470.0;660.0
Local comercial;Ate;0;1;0;42;2200.0;1037.0;303.0
Local comercial;Pachacámac;0;0;0;35;950.0;632.0;
Local comercial;San Borja;0;2;0;150;18000.0;4400.0;1400.0
Local comercial;Pachacámac;0;1;0;44;800.0;990.0;
Tienda en Centro Comercial;Jesús María;0;0;0;14;800.0;470.0;124.0
Local comercial;Pachacámac;0;0;0;294;16187.0;5297.0;294.0
Local comercial;Ate;0;2;0;56;1000.0;1010.0;
Casa comercial;Chorrillos;4;2;0;380;15500.0;;1640.0
Local comercial;Ate;0;1;0;24;1800.0;570.0;
Local comercial;Pachacámac;0;0;0;400;7900.0;3501.0;1550.0
Local comercial;Pachacámac;0;0;0;62;1500.0;1056.0;252.0
Local comercial;Pachacámac;0;0;0;215;4000.0;4000.0;1221.0
Local comercial;Pachacámac;0;0;0;250;8000.0;3000.0;
Tienda en Centro Comercial;Comas;0;0;0;28;3000.0;3350.0;280.0
Local comercial;Pachacámac;0;0;0;545;9000.0;7860.0;1521.0
Local comercial;Pachacámac;0;0;0;220;7000.0;3700.0;813.0
Local comercial;Ate;0;38;0;1188;83160.0;38703.0;8700.0
Local comercial;San Borja;0;0;0;34;1100.0;787.0;194.0
Local comercial;Pachacámac;0;1;0;253;10000.0;5569.0;1751.0
Local comercial;Lurigancho;0;2;0;46;4100.0;940.0;220.0
Tienda/Salón;Comas;0;0;0;18;1200.0;577.0;132.0
Local comercial;Ate;0;1;0;32;1600.0;573.0;
Local comercial;Ate;0;1;0;26;800.0;780.0;120.0
Tienda/Salón;Pachacámac;0;0;0;7;2000.0;275.0;
Tienda/Salón;La Punta;0;0;0;190;7300.0;100.0;
Almacén;Carmen de La Legua;0;0;0;140;4900.0;600.0;60.0
Tienda/Salón;Chorrillos;0;0;0;200;14900.0;;
Tienda/Salón;Jesús María;0;1;0;62;1500.0;700.0;350.0
Local comercial;San Luis;0;0;0;50;1900.0;400.0;
Almacén;Lince;0;0;0;225;7000.0;;
Local comercial;Jesús María;0;1;0;29;1200.0;385.0;224.0
Local comercial;Ate;0;0;0;36;1000.0;754.0;120.0
Local comercial;Pachacámac;0;0;0;120;4000.0;2000.0;
Casa comercial;Lince;0;0;0;100;9000.0;;
Tienda/Salón;San Borja;0;1;0;204;12000.0;600.0;2400.0
Local comercial;Ate;0;6;0;120;2400.0;4007.0;805.0
Local comercial;Pachacámac;0;0;0;322;24150.0;5152.0;
Casa comercial;Ventanilla;0;3;0;80;2500.0;;290.0
Local comercial;Chorrillos;0;3;0;126;11000.0;4894.0;715.0
Local comercial;Pachacámac;0;0;0;70;7500.0;1712.0;350.0
Local comercial;Pachacámac;0;7;0;230;6650.0;2400.0;
Local comercial;Pachacámac;0;0;0;270;7000.0;2800.0;1249.0
Local comercial;San Miguel;1;1;0;41;2000.0;388.0;
Local comercial;Pachacámac;0;0;0;423;11000.0;8083.0;
Local comercial;Chorrillos;0;1;0;48;2800.0;1600.0;
Tienda en Centro Comercial;Ate;0;4;0;140;4000.0;3500.0;1410.0
Tienda en Centro Comercial;San Borja;0;0;0;590;30000.0;20000.0;10000.0
Local comercial;Pachacámac;0;0;0;2000;120000.0;38000.0;3400.0
Local comercial;Pachacámac;0;0;0;63;900.0;600.0;227.0
Tienda/Salón;Puente Piedra;0;0;0;140;2900.0;;545.0
Local comercial;Ate;0;1;0;33;800.0;1000.0;175.0
Tienda/Salón;Comas;0;0;0;100;13000.0;;8300.0
Tienda/Salón;Ate;0;1;0;100;3000.0;21385.0;4767.0
Local comercial;Pachacámac;0;0;0;113;4600.0;3281.0;
Tienda/Salón;Lince;0;1;0;25;4000.0;350.0;
Local comercial;Pachacámac;0;0;0;200;14000.0;2750.0;756.0
Tienda/Salón;Ate;0;1;0;100;4800.0;2000.0;5000.0
Casa comercial;La Punta;0;2;0;295;35400.0;6210.0;443.0
Local comercial;Pachacámac;0;0;0;377;26401.0;5673.0;1700.0
Local comercial;Chorrillos;0;3;0;140;9900.0;2000.0;480.0
Almacén;Comas;0;10;0;750;9000.0;;450.0
Local comercial;Jesús María;0;0;0;30;1500.0;305.0;120.0
Local comercial;Magdalena del Mar;0;0;0;33;550.0;500.0;40.0
Almacén;Barranco;0;10;0;1000;12000.0;;
Local comercial;San Borja;0;0;0;30;950.0;427.0;130.0
Tienda/Salón;Lurín;0;0;0;450;35000.0;;
